state,year,population,violent_crime,murder,rape,robbery,aggravated_assault,property_crime,burglary,larceny_theft,motor_vehicle_theft,violent_crime_rate,murder_rate,rape_rate,robbery_rate,aggravated_assault_rate,property_crime_rate,burglary_rate,larceny_theft_rate,motor_vehicle_theft_rate
ARIZONA,2012,6553255.0,28108,358.0,2277.0,7386.0,18087.0,231930,52934.0,159838.0,19158.0,428.9166223502672,5.462934068642224,34.746091827649,112.70734924857952,276.0002472053964,3539.1572584921537,807.7512625405238,2439.0627253174184,292.34327063421154
ARKANSAS,2012,2949131.0,13835,173.0,1247.0,2320.0,10095.0,107941,31890.0,70327.0,5724.0,469.12124283390597,5.866134803777791,42.28364219832893,78.66724129921661,342.3042245325826,3660.095126327043,1081.3354849275938,2384.6685684698305,194.09107292961892
CALIFORNIA,2012,38041430.0,160944,1884.0,7837.0,56521.0,94702.0,1049465,245767.0,635090.0,168608.0,423.0755783891405,4.952495213770881,20.601223455585135,148.5774851260849,248.94437459369954,2758.7422449681835,646.0508976660446,1669.4693127992298,443.2220345029091
COLORADO,2012,5187582.0,16023,162.0,2113.0,3395.0,10353.0,139270,26157.0,101021.0,12092.0,308.8722260197526,3.1228422027834934,40.73188626223161,65.44474863240715,199.5727489223303,2684.68045420776,504.2233549272089,1947.3619886876004,233.09511059295065
CONNECTICUT,2012,3590347.0,10160,146.0,919.0,3687.0,5408.0,76834,14711.0,55674.0,6449.0,282.9810043430343,4.066459314378248,25.596411711737055,102.69202391857947,150.62610939833948,2140.015992883139,409.7375546151946,1550.657916908867,179.62052135907754
DELAWARE,2012,917092.0,5020,57.0,243.0,1492.0,3228.0,30639,7371.0,21832.0,1436.0,547.3823782128729,6.215297919946964,26.49679639556337,162.68814906247138,351.98213483489116,3340.8861924430703,803.7361573320889,2380.5681436540717,156.58189145690946
FLORIDA,2012,19317568.0,94087,1009.0,5260.0,23889.0,63929.0,632988,153563.0,442095.0,37330.0,487.0540639484225,5.223224786888287,27.22910047475956,123.6646352170211,330.93710346975354,3276.7478804785364,794.9396114459129,2288.5644818229707,193.24378720965288
GEORGIA,2012,9919945.0,37591,581.0,2124.0,12463.0,22423.0,338329,86789.0,223004.0,28536.0,378.94363325603115,5.856887311371183,21.411409035029934,125.6357772144906,226.03955969513942,3410.593506314803,874.8939636258065,2248.0366574613063,287.66288522769025
HAWAII,2012,1392313.0,3330,29.0,285.0,1040.0,1976.0,42817,7979.0,31233.0,3605.0,239.17035896382495,2.08286498797325,20.469535226633667,74.69584784455795,141.9221109046601,3075.2424203465744,573.0751634151229,2243.2455920471903,258.92166488426096
IDAHO,2012,1595728.0,3318,29.0,479.0,243.0,2567.0,31651,7186.0,23101.0,1364.0,207.9301735634143,1.8173523307230306,30.01764711780454,15.228159185024014,160.86701492986273,1983.483400679815,450.3273740888171,1447.6777997252664,85.4782268657315
ILLINOIS,2012,12875255.0,53403,744.0,3570.0,19471.0,29618.0,332013,71101.0,235222.0,25690.0,414.77236761524335,5.778526328216412,27.727606171683593,151.22807276438408,230.03816235095928,2578.6906744759617,552.2298393313375,1826.9308064189797,199.53002872564466
INDIANA,2012,6537334.0,22602,310.0,1667.0,6598.0,14027.0,198032,47612.0,136759.0,13661.0,345.7372684338907,4.741994213543319,25.499691464441007,100.92799297083491,214.5675897850714,3029.2470906335825,728.3091241781435,2091.968989193454,208.9689772619848
IOWA,2012,3074186.0,8112,45.0,871.0,962.0,6234.0,69839,17096.0,48720.0,4023.0,263.87472976586326,1.4638021251804543,28.33270335627057,31.2928365427466,202.78538774166557,2271.78836934395,556.1146918241121,1584.8097675287052,130.8639099911326
KANSAS,2012,2885905.0,10232,84.0,1053.0,1500.0,7595.0,90710,18767.0,65165.0,6778.0,354.55082547762316,2.9106987236239585,36.4876875711432,51.976762921856405,263.1756762609996,3143.208109761063,650.2986065029861,2258.0438372018484,234.86566605622846
KENTUCKY,2012,4380415.0,9752,195.0,1272.0,3535.0,4750.0,111826,29587.0,75571.0,6668.0,222.62730814317823,4.451633007374872,29.03834454041455,80.70011631318037,108.43721428220842,2552.8631419625767,675.4382860984633,1725.2018358991102,152.22301996500332
LOUISIANA,2012,4601893.0,22868,495.0,1158.0,5475.0,15740.0,162936,42140.0,112915.0,7881.0,496.92593895599055,10.756443055064514,25.163557692453956,118.97277924541054,342.0331589630615,3540.629910343417,915.7101218998355,2453.664176894161,171.25561154942108
MAINE,2012,1329192.0,1631,25.0,372.0,423.0,811.0,33361,7461.0,24905.0,995.0,122.70612522494869,1.8808418949256391,27.986927396493506,31.82384486214181,61.01451107138773,2509.8706582645696,561.3184551216077,1873.6946957249215,74.85750741804044
MARYLAND,2012,5884563.0,28055,369.0,1235.0,10141.0,16310.0,162031,33732.0,113274.0,15025.0,476.7558780490582,6.2706440563216,20.987114931049256,172.33225304920688,277.1658660124804,2753.4924853383336,573.2286322705696,1924.934782752772,255.32907031499195
MASSACHUSETTS,2012,6646144.0,26953,121.0,1642.0,6552.0,18638.0,143089,34540.0,99317.0,9232.0,405.54342487914795,1.8206045490437763,24.70605512008166,98.58347938293242,280.4332858270901,2152.962680315082,519.6998439997689,1494.3552231188492,138.90761319646398
MICHIGAN,2012,9883360.0,44922,689.0,4589.0,10434.0,29210.0,250101,65665.0,159321.0,25115.0,454.52153923362096,6.971313399491671,46.431577924916226,105.57138463032814,295.54726327888494,2530.5260559162066,664.3995564261547,1612.0125139628626,254.11398552718916
MINNESOTA,2012,5379139.0,12419,99.0,1638.0,3475.0,7207.0,138152,25378.0,104316.0,8458.0,230.87337955014732,1.8404432382208378,30.45096994147205,64.60141669512537,133.9805496753291,2568.29206309783,471.78554039968105,1939.2694630125752,157.23705968557422
MISSISSIPPI,2012,2984926.0,7786,220.0,822.0,2284.0,4460.0,83906,28076.0,51508.0,4322.0,260.84398742213375,7.370366970571466,27.538371135498835,76.51780982175103,149.41743949431242,2810.9909592398603,940.5928321171111,1725.603917819068,144.7942093036812
MISSOURI,2012,6021988.0,27155,389.0,1511.0,5782.0,19473.0,199590,42466.0,140816.0,16308.0,450.9308221803165,6.459660829613078,25.09138178289296,96.01480441342626,323.36497515438424,3314.3539973842526,705.1824082014112,2338.364008696132,270.8075804867097
MONTANA,2012,1005141.0,2736,27.0,379.0,191.0,2139.0,25970,3894.0,20387.0,1689.0,272.20061662990565,2.6861902956898587,37.706152669128016,19.002309128769,212.80596453631875,2583.7171103357637,387.4083337561596,2028.272650304783,168.03612627482116
NEBRASKA,2012,1855525.0,4814,53.0,711.0,1130.0,2920.0,51118,8735.0,38236.0,4147.0,259.4413979870926,2.856334460597405,38.31799625442934,60.89920642405788,157.36786084800798,2754.9076406946824,470.7562549682704,2060.6566874604223,223.49469826598943
NEVADA,2012,2758931.0,16763,124.0,931.0,4918.0,10790.0,77510,22120.0,45372.0,10018.0,607.5904036744666,4.494494425558305,33.74495411447405,178.25744826528825,391.09350686914604,2809.4214752018083,801.7598120431428,1644.5500086808986,363.11165447776693
NEW HAMPSHIRE,2012,1320718.0,2481,15.0,449.0,472.0,1545.0,30693,5444.0,24226.0,1023.0,187.8523651528941,1.1357458594491785,33.99665939284541,35.73813637733414,116.98182352326536,2323.963177604909,412.2000305894218,1834.305279401053,77.45786761443397
NEW JERSEY,2012,8864590.0,25727,388.0,1035.0,11385.0,12919.0,181481,42338.0,122662.0,16481.0,290.2221084111053,4.3769649808959015,11.675666894915613,128.43233584407173,145.73714069122204,2047.2576847885803,477.6081014463162,1383.7300991924049,185.91948414985916
NEW MEXICO,2012,2085538.0,11660,116.0,957.0,1847.0,8740.0,75094,21384.0,48247.0,5463.0,559.0883503441319,5.562113948535102,45.887440075414595,88.5622798529684,419.0765164672137,3600.7015935456466,1025.34693685754,2313.4078592670094,261.9467974210971
NEW YORK,2012,19570261.0,79610,684.0,2848.0,28655.0,47423.0,376140,64553.0,294239.0,17348.0,406.79069124320824,3.4950990178414076,14.552692986567731,146.4211437956806,242.32175544311852,1921.9978721796301,329.8525247057257,1503.5006431442075,88.64470432969698
NORTH CAROLINA,2012,9752073.0,34464,479.0,1984.0,9392.0,22609.0,328594,99323.0,213151.0,16120.0,353.4017844206047,4.9117761936359585,20.34439241789925,96.30772862344242,231.8378871856271,3369.4784688342675,1018.4808911910318,2185.699389247804,165.2981883954314
NORTH DAKOTA,2012,699628.0,1712,28.0,272.0,131.0,1281.0,14063,2377.0,10535.0,1151.0,244.70146992401675,4.002126844551676,38.87780363278771,18.724236308438197,183.09730313823917,2010.0682076760793,339.7519824821191,1505.8002252625681,164.51599993139212
OHIO,2012,11544225.0,34595,495.0,3658.0,15235.0,15207.0,359883,103421.0,236950.0,19512.0,299.673646346983,4.287858214821696,31.686839090540943,131.9707472784011,131.72820176321926,3117.4288442922757,895.8678473435853,2052.541422226265,169.01957472242614
OKLAHOMA,2012,3814820.0,17902,216.0,1588.0,3231.0,12867.0,129743,35731.0,82448.0,11564.0,469.27509030570246,5.662128226233479,41.62712788545724,84.69600138407579,337.289832809936,3401.0254743343066,936.6365909793908,2161.2553147986014,303.1335685563146
OREGON,2012,3899353.0,9653,92.0,1140.0,2413.0,6008.0,125723,21901.0,93619.0,10203.0,247.55388906826337,2.359365771706229,29.235619345055447,61.882060947034034,154.07684300446766,3224.2015534371985,561.6572800667187,2400.8854802322335,261.65879313824627
PENNSYLVANIA,2012,12763536.0,44503,685.0,3327.0,15673.0,24818.0,276496,56859.0,204609.0,15028.0,348.67296962221127,5.366851317691273,26.066444283151625,122.79512511266469,194.44454890870367,2166.2962364034543,445.4799986461432,1603.0745711846623,117.74166657264884
RHODE ISLAND,2012,1050292.0,2651,34.0,288.0,713.0,1616.0,27017,5949.0,18440.0,2628.0,252.40599757019953,3.237194989583849,27.420945794122012,67.88588316392013,153.86197362257352,2572.332265693731,566.4139115598329,1755.7022237625345,250.2161303713634
SOUTH CAROLINA,2012,4723723.0,26397,324.0,1679.0,4489.0,19905.0,180550,45086.0,122263.0,13201.0,558.8176952797613,6.858996600774431,35.543997816976145,95.03097450887785,421.38372635313294,3822.1970255241467,954.4590146373952,2588.2762388903834,279.4617719963681
SOUTH DAKOTA,2012,833354.0,2682,25.0,585.0,158.0,1914.0,17168,3258.0,12845.0,1065.0,321.83201856593956,2.999925601845074,70.19825908317473,18.959529803660867,229.67430407725888,2060.108909299049,390.9503044324501,1541.3617742279991,127.79683063860016
TENNESSEE,2012,6456243.0,41550,388.0,2032.0,8169.0,30961.0,217664,56181.0,148503.0,12980.0,643.5631372610975,6.009687057937565,31.473412633322507,126.52869478425765,479.5513427855798,3371.3724839662946,870.1810015515215,2300.1457658889235,201.04571652584946
TEXAS,2012,26059203.0,106476,1144.0,7711.0,30382.0,67239.0,876059,204810.0,606253.0,64996.0,408.59269564000095,4.3900037925181365,29.590314024569363,116.58836995129897,258.02400787161446,3361.802738172768,785.9411510014331,2326.444903169141,249.416684002193
UTAH,2012,2855287.0,5876,50.0,943.0,1100.0,3783.0,85424,12943.0,66482.0,5999.0,205.7936732804793,1.7511374513315123,33.02645233211232,38.52502392929327,132.4910595677422,2991.7833128508623,453.2994406516753,2328.382400788432,210.10147141075487
VERMONT,2012,626011.0,893,8.0,121.0,112.0,652.0,15016,3965.0,10616.0,435.0,142.6492505722743,1.2779328158770373,19.32873384014019,17.89105942227852,104.15152449397854,2398.6798954011992,633.3754518690566,1695.8168466688285,69.48759686331391
VIRGINIA,2012,8185867.0,15564,314.0,1452.0,4706.0,9092.0,176985,29511.0,138398.0,9076.0,190.13257850390193,3.835879571461398,17.73788897376417,57.48932886400427,111.06948109467207,2162.08008265954,360.5115988324755,1690.694461564059,110.87402226300524
WASHINGTON,2012,6897012.0,20386,206.0,2193.0,5745.0,12242.0,252333,60725.0,165206.0,26402.0,295.57727317278847,2.98680066092389,31.796377909738307,83.29694076217353,177.49715383995272,3658.5843260820775,880.4537385174914,2395.327135866952,382.8034516976337
WEST VIRGINIA,2012,1855413.0,5869,72.0,421.0,838.0,4538.0,43878,11291.0,30378.0,2209.0,316.3177147082617,3.8805376484911984,22.690365972427703,45.16514651993923,244.58166456740358,2364.8643186180116,608.5437581821407,1637.2635095259116,119.05705090995912
WISCONSIN,2012,5726398.0,16064,173.0,1219.0,4622.0,10050.0,140513,27945.0,104352.0,8216.0,280.5253843690222,3.021096333157423,21.28737820877976,80.71391475059889,175.50299507648614,2453.7763529534623,488.0031042201398,1822.297367385222,143.4758813481005
WYOMING,2012,576412.0,1161,14.0,154.0,61.0,932.0,13222,2125.0,10513.0,584.0,201.4184298730769,2.4288182758166035,26.717001033982637,10.582708201772343,161.6899023615053,2293.8453744890808,368.65991686502014,1823.869038118568,101.3164195054926
ALABAMA,2013,4833722.0,20826,347.0,2044.0,1428.0,4648.0,13787,161993.0,42429.0,108993.0,430.84811248971295,7.178733075671295,42.28625477427126,29.542451965586768,96.15778482916477,285.2253398106056,3351.3098188104323,877.7707944312891,2254.846265465825
ALASKA,2013,735132.0,4708,34.0,922.0,644.0,624.0,3128,21210.0,2916.0,16599.0,640.4292018304195,4.6250197243488245,125.41965252498872,87.60331477884245,84.88271494099018,425.5018146400918,2885.1961280423106,396.66345635885796,2257.9618354254744
ARIZONA,2013,6626624.0,27599,357.0,3050.0,2343.0,6702.0,17490,225243.0,48533.0,159272.0,416.48658502428987,5.387358630880521,46.02645328903526,35.35737051023266,101.13747211249651,263.9353009918776,3399.061120715465,732.3940516317208,2403.516481393844
ARKANSAS,2013,2959373.0,13621,159.0,1423.0,993.0,2258.0,9781,106613.0,30485.0,70450.0,460.2664145411882,5.3727597028154275,48.08450979312172,33.554404936451064,76.29994596828449,330.50919907696664,3602.553649033089,1030.116852454895,2380.571830587087
CALIFORNIA,2013,38332521.0,154129,1746.0,9714.0,7464.0,53640.0,89029,1018907.0,232058.0,621557.0,402.0841728619936,4.554879132525617,25.34140658267689,19.471716978906763,139.93340015387977,232.25448699291132,2658.0745889371588,605.3815244763057,1621.4874049113544
COLORADO,2013,5268367.0,16226,178.0,2934.0,2050.0,3151.0,9963,140057.0,25081.0,102443.0,307.9891738749408,3.378656042754804,55.69088106428425,38.91148813285027,59.80980444224937,189.10983232565232,2658.451850450054,476.06782139513064,1944.4924774602832
CONNECTICUT,2013,3596080.0,9440,86.0,955.0,668.0,3530.0,4869,70990.0,12892.0,51876.0,262.5080643367222,2.3914929589997995,26.556695067962895,18.57578251874263,98.16244354964294,135.39743276011657,1974.0940134813463,358.50147938866763,1442.5707993148094
DELAWARE,2013,925749.0,4549,39.0,380.0,266.0,1226.0,2904,28379.0,6131.0,20916.0,491.3858940166287,4.212804982776109,41.04784342192106,28.733490395344738,132.43330535598741,313.69194025594413,3065.517759133415,662.2745474205211,2259.3597184550026
FLORIDA,2013,19552860.0,91986,972.0,6760.0,4722.0,23200.0,61054,607172.0,138916.0,433344.0,470.4478014980929,4.971139771879919,34.572947384679274,24.149919755984545,118.65271883499395,312.2509955065397,3105.2848534690065,710.4638400725008,2216.269128915156
GEORGIA,2013,9992167.0,36541,556.0,2582.0,1984.0,12488.0,20915,334399.0,82258.0,225315.0,365.6964500293079,5.564358562061663,25.840240660509373,19.855552854550968,124.97789518529864,209.31395562143825,3346.611400710176,823.2248320109142,2254.916275918927
HAWAII,2013,1404054.0,3533,21.0,385.0,296.0,1131.0,1996,42875.0,7533.0,31658.0,251.628498618999,1.4956689699968806,27.42059778327614,21.081810243765553,80.5524573841177,142.15977448160825,3053.6574804102975,536.5178262374524,2254.7565834362495
IDAHO,2013,1612136.0,3498,27.0,655.0,457.0,220.0,2596,30055.0,6640.0,21879.0,216.97921267188374,1.6747966672786914,40.62932655805714,28.347484331346738,13.646491363011558,161.0285980835364,1864.2968087059653,411.87592113816703,1357.1435660514994
ILLINOIS,2013,12882135.0,48974,706.0,4263.0,3276.0,17722.0,26283,292983.0,58237.0,213813.0,380.1699019611268,5.4804580141412895,33.092340671790815,25.43056721576043,137.57036391871378,204.0267393564809,2274.3357370497984,452.07568465941404,1659.7636960022544
INDIANA,2013,6570902.0,23487,355.0,2142.0,1646.0,7108.0,13882,187536.0,42909.0,130423.0,357.43951134867024,5.402606826277427,32.598264287003516,25.049833340993366,108.1738854117745,211.2647548236148,2854.0373909091936,653.0153698837694,1984.8568735312138
IOWA,2013,3090416.0,8388,43.0,1083.0,757.0,939.0,6323,67800.0,15868.0,47686.0,271.4197700244886,1.391398439562829,35.04382581503591,24.49508415695492,30.38425894766271,204.60028682222716,2193.8794000548796,513.4583823019295,1543.028511371932
KANSAS,2013,2893957.0,9838,112.0,1195.0,835.0,1350.0,7181,85280.0,17375.0,61264.0,339.9497642846801,3.870133523062022,41.29294250052782,28.853227604971323,46.64893085833687,248.13775740275338,2946.8302397029397,600.389017528595,2116.963037114926
KENTUCKY,2013,4395295.0,9222,167.0,1611.0,1126.0,3246.0,4198,103857.0,26213.0,71612.0,209.81526837220255,3.7995174385337047,36.65282990106466,25.618303208317077,73.85169823640962,95.51122279619457,2362.9130695436825,596.3877282412216,1629.2876814866806
LOUISIANA,2013,4625470.0,23984,498.0,1619.0,1244.0,5548.0,16319,165686.0,41184.0,115342.0,518.5202801012654,10.766473461075307,35.001848460805064,26.894564228067633,119.94456779527269,352.8073903841123,3582.035987694224,890.3743835761555,2493.627674593068
MAINE,2013,1328302.0,1718,24.0,447.0,344.0,335.0,912,30447.0,6483.0,23050.0,129.33805715868831,1.806818027828009,33.65198576829667,25.897725065534797,25.22016830509929,68.65908505746434,2292.174520553308,488.066719767041,1735.298147559817
MARYLAND,2013,5928814.0,28089,381.0,1532.0,1177.0,10048.0,16128,157913.0,31949.0,112546.0,473.7709767923231,6.426243090102,25.839906598520376,19.852199782283606,169.47740306914673,272.0274240345539,2663.4837928799925,538.8767466815455,1898.2885953244613
MASSACHUSETTS,2013,6692824.0,27667,137.0,2718.0,2089.0,6706.0,18106,137285.0,30735.0,97428.0,413.3830502639843,2.0469685143371468,40.61066001436763,31.212534499637226,100.19686757040077,270.5285541648787,2051.2268065020085,459.22319188432266,1455.7083825900695
MICHIGAN,2013,9895622.0,44523,631.0,6593.0,4606.0,10105.0,27194,230334.0,56344.0,149423.0,449.9262401090098,6.376557229045329,66.62542283850374,46.54583612834039,102.11586497544066,274.80839506602007,2327.6353927019445,569.3831069941839,1509.9909838916644
MINNESOTA,2013,5420380.0,12705,114.0,2008.0,1403.0,3674.0,6909,131195.0,22713.0,100516.0,234.3931606271147,2.103173578236212,37.04537320261679,25.883794125135136,67.78122567052495,127.46338817573675,2420.4022596201744,419.0296621270096,1854.40873149115
MISSISSIPPI,2013,2991207.0,8214,195.0,930.0,715.0,2409.0,4680,81500.0,24995.0,52117.0,274.6048668647807,6.519107504094501,31.091128096450696,23.903394181679836,80.53605116596745,156.45858009826802,2724.6526235061633,835.6158567427798,1742.3401322609902
MISSOURI,2013,6044171.0,26197,371.0,2287.0,1599.0,5484.0,18055,189606.0,38865.0,134416.0,433.4258577396305,6.138145330434893,37.83810881591536,26.455240925513195,90.732045800822,298.7175577924582,3137.0058855052253,643.0162217448844,2223.894724355085
MONTANA,2013,1015165.0,2567,22.0,410.0,287.0,204.0,1931,25953.0,4064.0,20039.0,252.86529775947753,2.1671353917836016,40.387523210512576,28.271266247358806,20.095255451084306,190.21538370609704,2556.530219225446,400.3290105549344,1973.9648234523452
NEBRASKA,2013,1868516.0,4897,57.0,801.0,616.0,1040.0,2999,49018.0,8900.0,35655.0,262.0796396712685,3.050549205893875,42.86824410387709,32.967338786502225,55.659143405782984,160.5017029557146,2623.3652802544907,476.3138233764121,1908.1988058973004
NEVADA,2013,2790136.0,16824,163.0,1418.0,1090.0,5183.0,10060,79177.0,23047.0,46132.0,602.9813600483991,5.8420091350385785,50.82189542015156,39.06619605639295,185.7615542754905,360.55590121771843,2837.7469772082795,826.0170830382461,1653.3961068564402
NEW HAMPSHIRE,2013,1323459.0,2849,22.0,686.0,479.0,649.0,1492,29040.0,4936.0,23164.0,215.26923010081913,1.6623106571491826,51.83386867292451,36.19303658065721,49.038164385900885,112.73488638484457,2194.250067436921,372.9620638040166,1750.2620028274393
NEW JERSEY,2013,8899339.0,25674,401.0,1120.0,861.0,12082.0,12071,167556.0,35873.0,117936.0,288.4933364152102,4.50595263311129,12.585204361807095,9.674875853139206,135.76289205299406,135.63928736729773,1882.7915196847764,403.09735363491603,1325.222019298287
NEW MEXICO,2013,2085287.0,12782,125.0,1465.0,1126.0,1810.0,9382,77256.0,21476.0,49875.0,612.9611895149205,5.9943787114195795,70.25411849783747,53.99736343246757,86.7986037413555,449.9140885643079,3704.8137738354485,1029.882217651575,2391.757105856412
NEW YORK,2013,19651127.0,77372,648.0,3353.0,2577.0,27241.0,46130,358598.0,56442.0,286674.0,393.7280543757108,3.297520798679893,17.062634626502593,13.113751694750126,138.62309271117124,234.74480623935713,1824.8215484027965,287.2201680850162,1458.8170948159868
NORTH CAROLINA,2013,9848060.0,33700,469.0,2369.0,1821.0,9349.0,21513,308049.0,90702.0,202741.0,342.1993773392932,4.762359287006781,24.055499255690968,18.490951517354688,94.93240293012025,218.4491158664752,3128.0170916911557,921.0138849682069,2058.6897317847374
NORTH DAKOTA,2013,723393.0,1954,16.0,330.0,230.0,162.0,1446,15148.0,2934.0,10798.0,270.1159673925515,2.211799118874526,45.6183568267871,31.794612333821313,22.394466078604577,199.89134536828527,2094.0208157944576,405.5886634236162,1492.6879303504459
OHIO,2013,11570808.0,33121,455.0,4041.0,2824.0,14368.0,14257,338731.0,91433.0,227766.0,286.24621547604977,3.932309653742418,34.92409518851233,24.406247169601293,124.17456067026606,123.21524996352892,2927.4619369710394,790.2041067486385,1968.4537155918586
OKLAHOMA,2013,3850568.0,16989,195.0,2180.0,1675.0,3031.0,11583,126057.0,33348.0,81495.0,441.20763482166785,5.064187932793292,56.61502406917629,43.50007583296802,78.71565961177676,300.81276320792153,3273.724811508328,866.0540470912343,2116.441002989689
OREGON,2013,3930065.0,9984,80.0,1897.0,1459.0,2397.0,5610,124737.0,20769.0,94106.0,254.0415998208681,2.0355897421543916,48.268921760836015,37.12406792254072,60.99135764930097,142.74573066857673,3173.9169708389045,528.4645419350571,2394.515103439765
PENNSYLVANIA,2013,12773801.0,42849,594.0,3774.0,2638.0,14762.0,23719,263240.0,52034.0,197436.0,335.4443990477071,4.650142897951831,29.5448473011283,20.651644721880356,115.56466238983995,185.684746458787,2060.7804990855893,407.34938645122156,1545.6323454545752
RHODE ISLAND,2013,1051511.0,2705,31.0,440.0,307.0,684.0,1550,25678.0,5607.0,17838.0,257.2488542678108,2.948138440777129,41.84454561103022,29.19608068769609,65.04924817714698,147.40692203885646,2442.009641363714,533.2326528205601,1696.4159195671753
SOUTH CAROLINA,2013,4774839.0,24278,297.0,2171.0,1518.0,3972.0,17838,173049.0,40958.0,119511.0,508.4569343594622,6.220105012964836,45.46750162675642,31.791647844042494,83.186050880459,373.5832768392819,3624.1850248772785,857.7880845825377,2502.9325596109106
SOUTH DAKOTA,2013,844877.0,2674,20.0,499.0,349.0,159.0,1996,16177.0,3372.0,11867.0,316.49577394105887,2.3672084812345466,59.06185160680194,41.30778799754284,18.819307425814646,236.24740642720775,1914.7165800465627,399.11134993614456,1404.5831523405182
TENNESSEE,2013,6495978.0,38364,328.0,2351.0,1642.0,7307.0,28378,206629.0,50999.0,143802.0,590.5808178537551,5.049278184131781,36.19162503321286,25.277179202269465,112.48498686417966,436.8549277722307,3180.875920454164,785.0857869284656,2213.708236080849
TEXAS,2013,26448193.0,107998,1139.0,9766.0,7504.0,31801.0,65292,861734.0,190898.0,605091.0,408.3379155619441,4.306532397128227,36.92501790197916,28.372448734021262,120.23883824501735,246.86752701781933,3258.1961270473184,721.7808793213208,2287.834938288601
UTAH,2013,2900872.0,6498,49.0,1422.0,994.0,1243.0,3784,85586.0,13333.0,64788.0,224.00161055020698,1.6891472633056543,49.01974302899266,34.265558769914705,42.849184658957725,130.44353559895094,2950.35423831179,459.6204175847814,2233.397406021362
VERMONT,2013,626630.0,759,10.0,130.0,91.0,73.0,546,13875.0,3313.0,10228.0,121.12410832548714,1.5958380543542439,20.745894706605174,14.522126294623622,11.649617796785982,87.13275776774172,2214.2253004165136,528.701147407561,1632.223161993521
VIRGINIA,2013,8260405.0,16205,316.0,2262.0,1581.0,4565.0,9062,170654.0,26640.0,135478.0,196.17682183863866,3.825478290713349,27.38364523289112,19.139497397524696,55.263634168058346,109.70406414697585,2065.92776020062,322.50234703988485,1640.0890755356425
WASHINGTON,2013,6971406.0,20153,160.0,2573.0,1797.0,5819.0,11601,258662.0,58353.0,171910.0,289.08085399128953,2.295089398035346,36.907906382155915,25.776722801684482,83.469532544798,166.40832566630033,3710.3275867163666,837.0334477722283,2465.930115101602
WEST VIRGINIA,2013,1854304.0,5568,61.0,653.0,456.0,651.0,4203,39013.0,9674.0,27423.0,300.27438866550466,3.289643985020795,35.215369216698015,24.5914370027784,35.10751203686127,226.66186342692458,2103.9160784855126,521.705178870347,1478.8837213315617
WISCONSIN,2013,5742713.0,15961,162.0,1687.0,1296.0,4834.0,9278,125688.0,24347.0,93953.0,277.9348367226431,2.820966327239408,29.376359222548647,22.567730617915263,84.1762421350327,161.56126903782237,2188.6519490004116,423.96337758825837,1636.0385761921239
WYOMING,2013,582658.0,1195,17.0,187.0,144.0,75.0,916,12809.0,1955.0,10276.0,205.09458378671533,2.917663535041139,32.09429888545253,24.714326414466118,12.872045007534437,157.21057635868726,2198.3736600201146,335.531306529731,1763.641793298985
ALABAMA,2014,4849377.0,20727,276.0,2005.0,1436.0,4701.0,13745,154094.0,39715.0,104238.0,427.4157278347301,5.69145273712479,41.3455171664319,29.61205119750434,96.94028738124506,283.43847054992835,3177.604050994592,818.9711791844603,2149.513226131934
ALASKA,2014,736732.0,4684,41.0,771.0,555.0,629.0,3243,20334.0,3150.0,15445.0,635.7807180901603,5.565117301813957,104.65135218776977,75.3326854269938,85.37704348392631,440.18720511665026,2760.0267125630485,427.5638902613162,2096.4204079638184
ARIZONA,2014,6731484.0,26916,319.0,3378.0,2464.0,6249.0,16970,215240.0,43562.0,154091.0,399.852395103368,4.738925324638668,50.18209951921449,36.604112852381434,92.8324274409625,252.09894281855236,3197.511871082216,647.1381347708767,2289.1089097144104
ARKANSAS,2014,2966369.0,14243,165.0,1763.0,1182.0,2050.0,10265,99018.0,24790.0,68627.0,480.14930037362177,5.562355863346738,59.432929618668474,39.846694730156635,69.10805769612614,346.0459571954804,3338.020320465863,835.7018294082766,2313.501792932707
CALIFORNIA,2014,38802500.0,153709,1699.0,11527.0,8398.0,48680.0,91803,947192.0,202670.0,592670.0,396.1316925455834,4.37858385413311,29.7068487855164,21.642935377875137,125.4558340313124,236.59042587462147,2441.059210102442,522.3117067199279,1527.4015849494233
COLORADO,2014,5355866.0,16554,151.0,3039.0,2121.0,3039.0,10325,135510.0,23472.0,99464.0,309.0816685854351,2.819338646635297,56.74152415314349,39.60143887095009,56.74152415314349,192.77928163251283,2530.1230463943643,438.24845505843496,1857.1039678737293
CONNECTICUT,2014,3596677.0,8522,86.0,782.0,571.0,3159.0,4495,69070.0,11955.0,51005.0,236.9409318657194,2.391096003338637,21.742291565242027,15.87576532449258,87.83107295984598,124.97647133729274,1920.383731983717,332.39014790596985,1418.1145540731068
DELAWARE,2014,935614.0,4576,54.0,386.0,249.0,1269.0,2867,27900.0,5768.0,20865.0,489.0905865025534,5.771610942119293,41.256330067741615,26.61353934421674,135.63285713980338,306.42978835288915,2981.9989867616346,616.4935539656311,2230.0863390244267
FLORIDA,2014,19893297.0,107521,1149.0,8563.0,6051.0,24914.0,72895,679446.0,143220.0,493647.0,540.4885876886069,5.775814838535815,43.04464966264767,30.41728075542229,125.23816439276004,366.4299587946633,3415.4519484628413,719.9409931898167,2481.474036204255
